"Column_Names","Sums","Percentage"
"Polydnaviridae",71122,26.0078109001551
"Herpesviridae",55680,20.3609981569786
"Alloherpesviridae",21686,7.93011145891232
"Betaflexiviridae",17506,6.40157388175409
"Partitiviridae",13908,5.08586139309013
"Others",93562,34.2136442091098
