"Column_Names","Sums","Percentage"
"Crenarchaeota",921034,68.4856966098973
"Euryarchaeota",411108,30.5689233642858
"Thaumarchaeota",12710,0.945082596203608
"Candidatus_Korarchaeota",4,0.000297429613282017
