"Column_Names","Sums","Percentage"
"Crenarchaeota",369296,72.1924213752874
"Euryarchaeota",137706,26.9196784636317
"Thaumarchaeota",4541,0.887704674475705
"Candidatus_Korarchaeota",1,0.000195486605257808
