"Column_Names","Sums","Percentage"
"Crenarchaeota",770885,71.6220874217126
"Euryarchaeota",298605,27.7430659755482
"Thaumarchaeota",6831,0.634660784913079
"Candidatus_Korarchaeota",2,0.000185817826061508
